"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_PG0001","ACCT_PP0037","ACCT_PP0038","ACCT_PP0039","ACCT_PP0040","ACCT_PP0041","ACCT_PP0042","ACCT_PP0043","ACCT_PP0044","ACCT_PP0045","ACCT_PP0046","ACCT_PP0047","ACCT_PP0048","ACCT_PR0001","ACCT_PR0002","ACCT_PR0003","ACCT_PR0004","BoardAsianAmerican","BoardBlackAmerican","BoardHispanicAmerican","BoardMinorityStatus","BoardNativeAmerican","CurMemAsianAmerican","CurMemBlackAmerican","CurMemHispanicAmerican","CurMemMinorityStatus","CurMemNativeAmerican","EligibleMinorityStatus","FOMAsianAmerican","FOMBlackAmerican","FOMHispanicAmerican","FOMMinorityStatus","FOMNativeAmerican","MemberMinorityStatus"
62822,3/31/2026 0:00:00,17076,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
62826,3/31/2026 0:00:00,17079,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
62827,3/31/2026 0:00:00,17080,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
62829,3/31/2026 0:00:00,17082,"549300Q0QG1CZF1H4O06","1","0","1","0","0","0","0","0","0","0","0","0","1","1","1","Feb 24 2026  6:00AM","","","","","","","","","","","","","","","","",""
62841,3/31/2026 0:00:00,17094,"","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","","","1","1","1","","","1","1","","","","","1","1","1",""
62847,3/31/2026 0:00:00,17100,"549300KGWK2C69R8ZN27","1","0","0","0","1","0","0","0","0","0","0","0","1","1","1","Feb 23 2026  6:00AM","","","","","","","","","","","","","","","","",""
62848,3/31/2026 0:00:00,17101,"549300ZJK68X6PQU2308","1","1","0","0","0","0","0","0","1","0","1","0","1","1","1","Feb 13 2025  5:00AM","","","","","","1","1","","1","","","","","","1","",""
62854,3/31/2026 0:00:00,17107,"549300Q2D3BVMIW11R02","1","1","0","0","0","0","0","0","1","0","0","0","1","1","1","Mar  3 2025  6:00AM","","","","","","","","","","","","","","","","",""
62855,3/31/2026 0:00:00,17108,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","","1","","","1","","1","","","","1","1","1","",""
62872,3/31/2026 0:00:00,17125,"254900ERAT50PIMMZH17","1","1","1","1","1","1","1","1","1","0","1","0","1","1","1","Feb 12 2024  6:00AM","","","","","","","","","","","","","","","","",""
62877,3/31/2026 0:00:00,17129,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
62878,3/31/2026 0:00:00,17130,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
62881,3/31/2026 0:00:00,17133,"549300A76WI58XAFNF59","1","1","1","1","1","0","0","1","0","1","0","0","1","1","1","Feb 19 2025  7:00AM","","","","","","","","","","","","","","","","",""
62882,3/31/2026 0:00:00,17134,"549300YIBRM1ZYA6GT07","1","1","1","1","1","1","0","0","1","0","1","1","1","1","1","Feb 27 2026  5:00AM","","","","","","","","","","","","","","","","",""
62894,3/31/2026 0:00:00,17145,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
62895,3/31/2026 0:00:00,17146,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
62897,3/31/2026 0:00:00,17148,"5493007OXXFLNNHTW637","1","0","1","0","0","0","0","0","0","0","0","1","1","1","1","Mar  3 2025  6:00AM","","","","","","","","","","","","","","","","",""
62903,3/31/2026 0:00:00,17154,"5493009OHBOFDUG78546","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 11 2026  7:00AM","","","","","","","","","","","","","","","","",""
62905,3/31/2026 0:00:00,17155,"549300I67S0IYUQWFJ07","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 28 2025  6:00AM","","","","","","","","","","","","","","","","",""
62918,3/31/2026 0:00:00,17168,"254900KXKBNKNWDAIL39","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
62923,3/31/2026 0:00:00,17172,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
62929,3/31/2026 0:00:00,17178,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
62930,3/31/2026 0:00:00,17179,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
62936,3/31/2026 0:00:00,17185,"","1","0","0","0","1","0","0","0","0","0","0","0","","","","","","","","","","","1","","1","","","1","1","","1","",""
62937,3/31/2026 0:00:00,17186,"984500DA79C1B97ACF16","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb  3 2025  7:00AM","","","","","","","","","","","","","","","","",""
62939,3/31/2026 0:00:00,17188,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
62950,3/31/2026 0:00:00,17199,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
62960,3/31/2026 0:00:00,17208,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
62964,3/31/2026 0:00:00,17212,"","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","",""
62965,3/31/2026 0:00:00,17213,"549300WQC1VYOW0EW528","1","1","1","0","0","0","0","1","0","0","0","0","1","1","1","Feb  5 2026  6:00AM","","","","","","","","","","","","","","","","",""
62969,3/31/2026 0:00:00,17217,"254900NT8VCCMPTPSO02","1","1","1","1","1","0","0","0","1","0","0","0","1","1","1","Feb 26 2026  6:00AM","","","","","","","","","","","","","","","","",""
62976,3/31/2026 0:00:00,17223,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
62978,3/31/2026 0:00:00,17225,"549300QRWA4IGMDEDT70","1","1","1","0","0","1","1","0","1","0","1","0","1","1","1","Feb 20 2026  6:00AM","","","","","","","","","","","","","","","","",""
62983,3/31/2026 0:00:00,17229,"549300F0QYLUOR9SYB86","1","0","0","0","0","0","0","0","1","0","0","0","1","1","1","Feb 28 2025  5:00AM","","","","","","","","","","","","","","","","",""
62985,3/31/2026 0:00:00,17231,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
62998,3/31/2026 0:00:00,17244,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
63004,3/31/2026 0:00:00,17249,"254900V9842QPBGIO804","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","",""
63008,3/31/2026 0:00:00,17253,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
63020,3/31/2026 0:00:00,17264,"2549006CSAAG67CX8Z55","1","1","0","0","0","0","0","0","1","0","0","0","1","1","1","Feb 20 2025  5:00AM","","","","","","","","","","","","","","","","",""
63042,3/31/2026 0:00:00,17284,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
63055,3/31/2026 0:00:00,17297,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
63057,3/31/2026 0:00:00,17299,"2549000VVDQ9NNW01Q23","1","1","1","0","1","1","0","1","1","0","0","0","1","1","1","Jan 14 2026  6:00AM","","","","","","","","","","","","","","","","",""
63058,3/31/2026 0:00:00,17300,"","1","1","1","0","0","0","0","0","0","0","0","0","","","","","","","","","","","1","","1","","","","","","","",""
63069,3/31/2026 0:00:00,17311,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
63090,3/31/2026 0:00:00,17332,"","1","1","1","1","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
63098,3/31/2026 0:00:00,17340,"549300DL0FLZ3XZV5J76","1","0","0","0","0","0","0","0","1","1","1","1","1","1","1","Jan 30 2026  6:00AM","","","","","","","","","","","","","","","","",""
63100,3/31/2026 0:00:00,17342,"","1","1","0","0","0","0","0","0","0","0","0","0","1","1","","","","","","","","","","","","","","","","","","",""
63103,3/31/2026 0:00:00,17345,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
63116,3/31/2026 0:00:00,17358,"5493006GUYDBDZG4ZR64","1","1","0","0","0","0","0","1","0","0","0","0","1","1","1","Feb 27 2025  6:00AM","","","","","","","","","","","","","","","","",""
63122,3/31/2026 0:00:00,17364,"254900KLRON8YJD2EN33","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Jan 28 2026  7:00AM","","","","","","","","","","","","","","","","",""
63124,3/31/2026 0:00:00,17366,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
63133,3/31/2026 0:00:00,17375,"254900QH6Q6RHDLHEC77","1","1","1","1","1","0","0","0","1","0","0","1","1","1","1","Feb 13 2026  5:00AM","","","","","","","","","","","","","","","","",""
63137,3/31/2026 0:00:00,17379,"","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","",""
63142,3/31/2026 0:00:00,17384,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
63143,3/31/2026 0:00:00,17385,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","","1","","","1","","1","","","","1","","1","",""
63157,3/31/2026 0:00:00,17399,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
63159,3/31/2026 0:00:00,17401,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
63169,3/31/2026 0:00:00,17411,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
63177,3/31/2026 0:00:00,17419,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
63183,3/31/2026 0:00:00,17425,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
63189,3/31/2026 0:00:00,17431,"549300WZ0MLK03PNE568","1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","Jan 28 2026  6:00AM","","","","","","","","","","","","","","","","",""
63194,3/31/2026 0:00:00,17436,"5493001PXRJMPLXPG540","1","0","0","0","1","1","1","1","1","0","0","0","1","1","1","Feb 28 2025  7:00AM","","","","","","","","","","","","","","","","",""
63196,3/31/2026 0:00:00,17438,"5493003WLEYGXGNTI654","1","0","0","0","0","0","0","0","1","0","0","0","1","1","1","","","","","","","","","","","","","","","","","",""
63199,3/31/2026 0:00:00,17441,"","1","1","0","1","1","0","0","0","0","0","1","1","","","","","","","","","","","","","","","","","","","","",""
63201,3/31/2026 0:00:00,17443,"549300HGCEIBDGBU7E37","1","0","0","0","1","0","0","0","0","0","0","0","1","1","1","Feb 18 2025  6:00AM","","","","","","","","","","","","","","","","",""
63211,3/31/2026 0:00:00,17453,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
63213,3/31/2026 0:00:00,17455,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
63217,3/31/2026 0:00:00,17459,"","1","1","0","1","1","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
63218,3/31/2026 0:00:00,17460,"2549008TF4FG4ON44F19","1","1","1","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","",""
63249,3/31/2026 0:00:00,17490,"","1","0","0","0","0","0","0","0","1","0","0","0","1","1","","","","","","","","","","","","","","","","","","",""
63258,3/31/2026 0:00:00,17499,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
63262,3/31/2026 0:00:00,17503,"","1","0","0","0","0","0","0","0","1","0","1","0","","","","","","","","","","","","","","","","","","","","",""
63268,3/31/2026 0:00:00,17509,"549300NSOTTGIGCIV712","1","0","0","0","1","1","0","0","0","0","1","0","1","1","1","Feb 13 2026  6:00AM","","","","","","","","","","","","","","","","",""
63272,3/31/2026 0:00:00,17513,"254900O6ESF124P8HR04","1","1","0","1","1","0","0","0","1","0","0","0","1","1","1","Feb  9 2026  5:00AM","","","","","","","","","","","","","","","","",""
63286,3/31/2026 0:00:00,17527,"","1","0","1","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
63299,3/31/2026 0:00:00,17538,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
63300,3/31/2026 0:00:00,17539,"5493001J5Z6NXCZKQR68","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Mar 12 2025  5:00AM","","","","","","","","","","","","","","","","",""
63306,3/31/2026 0:00:00,17545,"","1","0","1","0","0","0","0","0","1","0","0","0","","","","","","","","","","","","","","","","","","","","",""
63315,3/31/2026 0:00:00,17554,"549300MRNL011DYRV285","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","","","","","","","","","","","","","","","","",""
63319,3/31/2026 0:00:00,17558,"","1","0","0","0","0","0","0","0","1","0","1","0","","","","","","","1","1","","","","","","","","","","","","",""
63342,3/31/2026 0:00:00,17581,"549300F7LVIOO42D5630","1","0","0","0","0","0","0","0","1","0","1","1","1","1","","","","","","","","","","","","","","","","","","",""
63368,3/31/2026 0:00:00,17607,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
63374,3/31/2026 0:00:00,17612,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
63375,3/31/2026 0:00:00,17613,"5493005JSMO6YKNVQ426","1","1","1","0","0","0","0","0","0","0","0","0","1","1","","","","","","","","","","","","","","","","","","",""
63377,3/31/2026 0:00:00,17615,"254900PP57SEJJCWLI44","1","0","0","0","0","0","0","0","0","0","1","0","1","1","1","Feb 27 2026  5:00AM","","","","","","","","","","","","","","","","",""
63378,3/31/2026 0:00:00,17616,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
63386,3/31/2026 0:00:00,17624,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
63388,3/31/2026 0:00:00,17626,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","","1","","","1","","1","","","","1","","1","",""
63389,3/31/2026 0:00:00,17627,"549300D2KR9PLXBYT348","1","1","1","0","0","0","0","1","1","0","1","0","1","1","","","","","","","","","","","","","","","","","","",""
63398,3/31/2026 0:00:00,17636,"254900WUFBTURHYEWD17","1","0","0","0","0","0","0","0","1","0","0","0","1","1","1","Feb 11 2025  6:00AM","","","","","","","","","","","","","","","","",""
63405,3/31/2026 0:00:00,17643,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
63420,3/31/2026 0:00:00,17658,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
63425,3/31/2026 0:00:00,17663,"5493000J2PWMIM1SLU51","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","","","","","","","","","","","","","","","","",""
63440,3/31/2026 0:00:00,17678,"2549001IK7UDPADKAG34","1","1","0","0","1","0","0","0","1","0","1","0","1","1","1","Feb 26 2026  8:00AM","","","","","","","","","","","","","","","","",""
63445,3/31/2026 0:00:00,17683,"","1","0","1","0","0","0","0","0","0","0","0","0","","","","","","","","","","","1","","1","","","","","","1","",""
63447,3/31/2026 0:00:00,17685,"","1","1","0","0","0","0","0","0","0","0","0","0","1","1","","","","","","","","","","","","","","","","","","",""
63459,3/31/2026 0:00:00,17697,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
63468,3/31/2026 0:00:00,17705,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","1","1","","","","1","1","","","","","1","1","",""
63476,3/31/2026 0:00:00,17713,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
63507,3/31/2026 0:00:00,17744,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
63519,3/31/2026 0:00:00,17756,"","1","0","1","0","0","0","0","0","1","1","0","0","","","","","","","","","","","","","","","","","","","","",""
63532,3/31/2026 0:00:00,17769,"54930038B7D8N5ZCSG62","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 20 2025  5:00AM","","","","","","","","","","","","","","","","",""
63541,3/31/2026 0:00:00,17778,"25490049BUGXLHXJZD76","1","1","1","1","1","0","0","1","0","0","1","0","1","1","1","Jan  8 2026  6:00AM","","","","","","","","","","","","","","","","",""
63545,3/31/2026 0:00:00,17782,"254900R0GC9CW77VXE28","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
63566,3/31/2026 0:00:00,17801,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
63589,3/31/2026 0:00:00,17823,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","1","","","1","","1","","","1","","","1","","","1","",""
63595,3/31/2026 0:00:00,17829,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","","1","","","1","","1","","","","1","","1","",""
63597,3/31/2026 0:00:00,17831,"5493000LMWUP8XI9UY21","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 23 2026  6:00AM","","","","","","","","","","","","","","","","",""
63598,3/31/2026 0:00:00,17832,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
63602,3/31/2026 0:00:00,17836,"549300EAZZ1G4DMO8869","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 28 2025  6:00AM","","","","","","","","","","","","","","","","",""
63606,3/31/2026 0:00:00,17839,"","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","","","","","","","","","","","","","","","","",""
63613,3/31/2026 0:00:00,17846,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
63614,3/31/2026 0:00:00,17847,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
63627,3/31/2026 0:00:00,17860,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","1","1","","","1","1","","","","","","1","1",""
63630,3/31/2026 0:00:00,17863,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","1","1","1","1","","","","1","1","","","","","1","1","",""
63639,3/31/2026 0:00:00,17872,"549300X83ACLZT2UNN87","1","1","1","1","1","1","1","0","1","0","1","0","1","1","1","Feb 20 2026  6:00AM","","","","","","","","","","","","","","","","",""
63676,3/31/2026 0:00:00,17907,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
63679,3/31/2026 0:00:00,17910,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
63715,3/31/2026 0:00:00,17944,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
63716,3/31/2026 0:00:00,17945,"549300JY7AI2T0M8WT17","1","0","0","0","0","0","0","1","0","0","0","0","1","1","1","Feb 27 2026  6:00AM","","","","","","","","","","","","","","","","",""
63757,3/31/2026 0:00:00,17985,"549300IPZIRQSNKHX741","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 26 2025  6:00AM","","","","","","","","","","","","","","","","",""
63783,3/31/2026 0:00:00,18011,"254900J9O6LD52M7KM82","1","0","0","0","0","0","0","1","1","0","0","0","1","1","","","","","","","","","","","","","","","","","","",""
63789,3/31/2026 0:00:00,18017,"549300TN0HZ349E7ZH34","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Feb 27 2025  6:00AM","","","","","","","","","","","","","","","","",""
63791,3/31/2026 0:00:00,18019,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
63802,3/31/2026 0:00:00,18030,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
63805,3/31/2026 0:00:00,18033,"254900PE3F2ADLAJRQ97","1","0","0","0","0","0","0","0","1","0","0","0","1","1","1","Jan 16 2025  5:00AM","","","","","","","","","","","","","","","","",""
63828,3/31/2026 0:00:00,18056,"549300HNQDVXN8569N58","1","1","0","1","1","0","0","0","1","0","0","0","1","1","1","Feb 27 2026  5:00AM","","","","","","","","","","","","","","","","",""
63829,3/31/2026 0:00:00,18057,"549300YKOCNDPE0N7X40","1","1","1","1","1","1","1","0","1","0","1","0","1","1","1","Feb 25 2025  5:00AM","","","","","","","","","","","","","","","","",""
63830,3/31/2026 0:00:00,18058,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
63832,3/31/2026 0:00:00,18060,"549300XYLNCM8KWF7B15","1","1","0","0","0","0","0","0","1","0","1","0","1","1","1","Feb 19 2026  7:00AM","","","","","","","","","","","","","","","","",""
63834,3/31/2026 0:00:00,18062,"2549008W3O3PXWF90U35","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 28 2025  6:00AM","","","","","","","1","","1","","","","","","1","",""
63844,3/31/2026 0:00:00,18072,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
63851,3/31/2026 0:00:00,18079,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
63859,3/31/2026 0:00:00,18087,"254900VNHREN5BIMTO39","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 11 2025  5:00AM","","","","","","","","","","","","","","","","",""
63868,3/31/2026 0:00:00,18096,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
63891,3/31/2026 0:00:00,18119,"","1","0","1","0","0","0","0","0","1","0","0","0","","","","","","","","","","","","","","","","","","","","",""
63899,3/31/2026 0:00:00,18127,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
63903,3/31/2026 0:00:00,18131,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
63923,3/31/2026 0:00:00,18151,"549300KO4HWF5J06UV73","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
63932,3/31/2026 0:00:00,18160,"549300OARXTADS0L8L11","1","1","0","0","1","1","0","1","1","0","0","0","1","1","1","Feb 24 2026  6:00AM","","","","","","","","","","","","","","","","",""
63940,3/31/2026 0:00:00,18168,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
63943,3/31/2026 0:00:00,18171,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
63958,3/31/2026 0:00:00,18186,"549300YPSRX7HBRJSR08","1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 18 2026  8:00AM","","","","","","","","","","","","","","","","",""
63965,3/31/2026 0:00:00,18193,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
63971,3/31/2026 0:00:00,18199,"25490045AQF6IJKP4394","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 23 2026  8:00AM","","","","","","","","","","","","","","","","",""
63977,3/31/2026 0:00:00,18205,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
63988,3/31/2026 0:00:00,18216,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
64029,3/31/2026 0:00:00,18257,"549300OXF7S6SB3XEV13","1","1","1","1","1","0","0","0","0","0","0","0","1","1","","","","","1","1","","","","","","","","","","1","1","",""
64030,3/31/2026 0:00:00,18258,"875500zjdrm0xdide169","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 27 2025  6:00AM","","","","","","","","","","","","","","","","",""
64034,3/31/2026 0:00:00,18262,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","","1","","","1","","1","","","","1","","1","",""
64036,3/31/2026 0:00:00,18264,"","1","1","1","1","1","0","0","1","0","0","0","0","1","1","","","","","","","","","","","","","","","","","","",""
64037,3/31/2026 0:00:00,18265,"549300JD2HS86SAFVA88","1","0","0","0","1","0","0","0","0","0","0","0","1","1","1","Jan 10 2025  7:00AM","","","","","","","","","","","","","","","","",""
64038,3/31/2026 0:00:00,18266,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
64049,3/31/2026 0:00:00,18277,"549300UXTDELQS5SLF91","1","1","1","1","1","0","1","0","0","0","1","1","1","1","1","Feb 23 2026  6:00AM","","","","","","","","","","","","","","","","",""
64056,3/31/2026 0:00:00,18284,"","1","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","1","","1","","","","","","1","",""
64059,3/31/2026 0:00:00,18287,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
64062,3/31/2026 0:00:00,18290,"","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","","","","","","","","","","","","","","","","",""
64067,3/31/2026 0:00:00,18295,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
64084,3/31/2026 0:00:00,18312,"549300JDDZ5OVOP5E294","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Mar 31 2025  5:00AM","","","","","","","","","","","","","","","","",""
64089,3/31/2026 0:00:00,18317,"","1","0","1","0","0","0","0","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
64103,3/31/2026 0:00:00,18331,"2549009OWTY7KVB18G12","1","0","0","0","0","0","0","1","0","0","0","0","1","1","1","Jan  6 2026  8:00AM","","","","","","","","","","","","","","","","",""
64108,3/31/2026 0:00:00,18336,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
64110,3/31/2026 0:00:00,18338,"5493009BRGWRR163ZH23","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","","","","","","","","","","","","","","","","",""
64122,3/31/2026 0:00:00,18350,"","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","","","","1","1","","","","","","","","","","1","","",""
64131,3/31/2026 0:00:00,18359,"","1","1","0","0","1","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
64140,3/31/2026 0:00:00,18368,"","1","0","0","0","0","0","0","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
64144,3/31/2026 0:00:00,18372,"549300JHOWD7YXOUUZ21","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 27 2026  5:00AM","","","","","","","","","","","","","","","","",""
64145,3/31/2026 0:00:00,18373,"","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","","","","","","","","","","","","","","","","",""
64166,3/31/2026 0:00:00,18394,"549300CDLJDN8ENOT455","1","0","0","0","1","0","0","0","0","0","0","0","1","1","1","Feb 12 2026  8:00AM","","","","","","","","","","","","","","","","",""
64168,3/31/2026 0:00:00,18396,"254900PUAN5SKAJB2J42","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 18 2025  6:00AM","","","","","","","","","","","","","","","","",""
64169,3/31/2026 0:00:00,18397,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
