"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","CU_NAME","SiteId","SiteName","SiteTypeName","SiteFunctionName","PhysicalAddressLine1","PhysicalAddressLine2","PhysicalAddressCity","PhysicalAddressStateCode","PhysicalAddressStateName","PhysicalAddressPostalCode","PhysicalAddressCountyName","PhysicalAddressCountry"
66872,3/31/2026 0:00:00,21094,"KOHLER",39464,"Taylor Drive","Branch Office","ATM","831 S Taylor Dr","","Sheboygan","WI","Wisconsin","53081-4770","Sheboygan","United States"
66872,3/31/2026 0:00:00,21094,"KOHLER",43277,"Mequon","Branch Office","ATM","11357 N Port Washington Rd","","Mequon","WI","Wisconsin","53092-3411","Ozaukee","United States"
66872,3/31/2026 0:00:00,21094,"KOHLER",43280,"Meijer West Bend","Branch Office","ATM","2180 S Main St","","West Bend","WI","Wisconsin","53095-5754","Washington","United States"
66872,3/31/2026 0:00:00,21094,"KOHLER",43281,"Meijer Sheboygan","Branch Office","ATM","924 N Taylor Dr","","Sheboygan","WI","Wisconsin","53081-4202","Sheboygan","United States"
66872,3/31/2026 0:00:00,21094,"KOHLER",43282,"Kohler Credit Union","Corporate Office","ATM","5727 Superior Ave","","Sheboygan","WI","Wisconsin","53083-3329","Sheboygan","United States"
66872,3/31/2026 0:00:00,21094,"KOHLER",43283,"Meijer Manitowoc","Branch Office","ATM","1818 S Rapids Rd","","Manitowoc","WI","Wisconsin","54220","Manitowoc","United States"
66872,3/31/2026 0:00:00,21094,"KOHLER",43284,"MISHICOT","Branch Office","ATM","309 E MAIN ST","","MISHICOT","WI","Wisconsin","54228","Manitowoc","United States"
66872,3/31/2026 0:00:00,21094,"KOHLER",43285,"RAPIDS ROAD","Branch Office","ATM","200 N RAPIDS RD","","MANITOWOC","WI","Wisconsin","54220-3406","Manitowoc","United States"
66872,3/31/2026 0:00:00,21094,"KOHLER",43286,"Washington Street","Branch Office","ATM","2001 WASHINGTON ST","","MANITOWOC","WI","Wisconsin","54220","Manitowoc","United States"
66878,3/31/2026 0:00:00,21100,"MCU FINANCIAL CENTER",26361,"MCU Financial Center C U","Corporate Office","ATM","1462 S Green Bay Rd","","Mount Pleasant","WI","Wisconsin","53406-4488","Racine","United States"
66913,3/31/2026 0:00:00,21134,"HAMPTON ROADS EDUC CREDIT UNION INC",21979,"Hampton Roads Educators' Credit Union","Corporate Office","ATM","2130 Cunningham Dr","","Hampton","VA","Virginia","23666","Hampton City","United States"
66924,3/31/2026 0:00:00,21145,"VALLEYSTAR",37155,"Martinsville","Corporate Office","ATM","35 Dupont Rd","","Martinsville","VA","Virginia","24112-4618","Henry","United States"
66924,3/31/2026 0:00:00,21145,"VALLEYSTAR",37166,"Collinsville","Branch Office","ATM","41 Wheeler Ave","","Collinsville","VA","Virginia","24078-2417","Henry","United States"
66924,3/31/2026 0:00:00,21145,"VALLEYSTAR",37207,"Rocky Mount","Branch Office","ATM","1080 Old Franklin Tpke","","Rocky Mount","VA","Virginia","24151","Franklin","United States"
66924,3/31/2026 0:00:00,21145,"VALLEYSTAR",37208,"Danville Main","Branch Office","ATM","212 Holt Garrison Pkwy","","Danville","VA","Virginia","24540-5955","Danville City","United States"
66924,3/31/2026 0:00:00,21145,"VALLEYSTAR",37209,"Fishersville","Branch Office","ATM","19 Myers Corner Dr Ste A01","","Staunton","VA","Virginia","24401-6348","Augusta","United States"
66924,3/31/2026 0:00:00,21145,"VALLEYSTAR",37210,"Roanoke","Branch Office","ATM","3452 Buck Mountain Rd","","Roanoke","VA","Virginia","24018","Roanoke","United States"
66929,3/31/2026 0:00:00,21150,"CREDIT UNION OF RICHMOND INCORPORAT",35299,"Main office","Corporate Office","ATM","1601 Ownby Ln","","Richmond","VA","Virginia","23220","Richmond City","United States"
66956,3/31/2026 0:00:00,21177,"NORTHERN STAR CREDIT UNION, INC.",34982,"Main Branch","Corporate Office","ATM","5100 George Washington Hwy","","Portsmouth","VA","Virginia","23702","Portsmouth City","United States"
66965,3/31/2026 0:00:00,21186,"BEACON CREDIT UNION, INCORPORATED",21823,"Logans Office","Branch Office","ATM","6320 Logans Ln","","Lynchburg","VA","Virginia","24502","Lynchburg City","United States"
66965,3/31/2026 0:00:00,21186,"BEACON CREDIT UNION, INCORPORATED",21845,"Forest Rd Branch","Branch Office","ATM","19029 Forest Rd","","Lynchburg","VA","Virginia","24502","Bedford","United States"
66965,3/31/2026 0:00:00,21186,"BEACON CREDIT UNION, INCORPORATED",21880,"Buena Vista","Branch Office","ATM","2101 Forest Ave","","Buena Vista","VA","Virginia","24416-2733","Buena Vista City","United States"
66965,3/31/2026 0:00:00,21186,"BEACON CREDIT UNION, INCORPORATED",51283,"Madison Heights","Branch Office","ATM","155 Amelon Sq","","Madison Heights","VA","Virginia","24572-6259","Amherst","United States"
66965,3/31/2026 0:00:00,21186,"BEACON CREDIT UNION, INCORPORATED",51285,"Danville Piney Forest","Branch Office","ATM","630 Piney Forest Rd","","Danville","VA","Virginia","24540","Danville City","United States"
66965,3/31/2026 0:00:00,21186,"BEACON CREDIT UNION, INCORPORATED",51287,"Langhorne Road","Branch Office","ATM","2134 Langhorne Rd","","Lynchburg","VA","Virginia","24501","Lynchburg City","United States"
66965,3/31/2026 0:00:00,21186,"BEACON CREDIT UNION, INCORPORATED",51289,"Danville City","Branch Office","ATM","320 Old Riverside Dr","","Danville","VA","Virginia","24541-3454","Danville City","United States"
66965,3/31/2026 0:00:00,21186,"BEACON CREDIT UNION, INCORPORATED",51291,"Bedford","Branch Office","ATM","1629 Forest Rd","","Bedford","VA","Virginia","24523","Bedford","United States"
66965,3/31/2026 0:00:00,21186,"BEACON CREDIT UNION, INCORPORATED",51292,"Electric Road Branch","Branch Office","ATM","3534 Electric Rd Unit 6","","Roanoke","VA","Virginia","24018","Roanoke","United States"
66965,3/31/2026 0:00:00,21186,"BEACON CREDIT UNION, INCORPORATED",51293,"Hershberger Road","Branch Office","ATM","1620 Hershberger Rd NW","","Roanoke","VA","Virginia","24012-7209","Roanoke City","United States"
66967,3/31/2026 0:00:00,21188,"JACKSON RIVER COMMUNITY",47659,"Jackson River Community Credit Union","Corporate Office","ATM","347 N Court Ave","","Covington","VA","Virginia","24426","Covington City","United States"
66967,3/31/2026 0:00:00,21188,"JACKSON RIVER COMMUNITY",47705,"Jackson River Community Credit Union","Branch Office","ATM","Westvaco Road","","Low Moor","VA","Virginia","24457","Alleghany","United States"
66970,3/31/2026 0:00:00,21191,"NEWPORT NEWS MUN. EMP CREDIT UNION",19230,"NNMECU","Corporate Office","ATM","502 Operations Dr","","Newport News","VA","Virginia","23602-6989","Newport News City","United States"
66983,3/31/2026 0:00:00,21204,"CO-OP",35762,"Main Office","Corporate Office","ATM","100 E Main St","","Black River Falls","WI","Wisconsin","54615","Jackson","United States"
66983,3/31/2026 0:00:00,21204,"CO-OP",37273,"Cty A Drive Up","Branch Office","ATM","330 County Road A","","Black River Falls","WI","Wisconsin","54615","Jackson","United States"
66983,3/31/2026 0:00:00,21204,"CO-OP",37311,"Melrose","Branch Office","ATM","409 N Washington St","","Melrose","WI","Wisconsin","54642","Jackson","United States"
66983,3/31/2026 0:00:00,21204,"CO-OP",37319,"Galesville","Branch Office","ATM","17578 N Main St","","Galesville","WI","Wisconsin","54630","Trempealeau","United States"
66983,3/31/2026 0:00:00,21204,"CO-OP",51637,"Fall Creek","Branch Office","ATM","326 E Lincoln Ave","","Fall Creek","WI","Wisconsin","54742","Eau Claire","United States"
66983,3/31/2026 0:00:00,21204,"CO-OP",51638,"Strum","Branch Office","ATM","134 5th Ave N","","Strum","WI","Wisconsin","54770","Trempealeau","United States"
66983,3/31/2026 0:00:00,21204,"CO-OP",51640,"Onalaska","Branch Office","ATM","100 French Rd","","Onalaska","WI","Wisconsin","54650","La Crosse","United States"
66983,3/31/2026 0:00:00,21204,"CO-OP",51644,"Blair Taylor High School - ATM Only","Other","ATM","N31024 Elland Rd","","Blair","WI","Wisconsin","54616","Trempealeau","United States"
66998,3/31/2026 0:00:00,21219,"BLACKHAWK COMMUNITY",48496,"Main - Court St","Corporate Office","ATM","2640 W Court St","","Janesville","WI","Wisconsin","53548","Rock","United States"
66998,3/31/2026 0:00:00,21219,"BLACKHAWK COMMUNITY",48616,"Milwaukee Street Branch","Branch Office","ATM","2704 E Milwaukee St","","Janesville","WI","Wisconsin","53545-1361","Rock","United States"
66998,3/31/2026 0:00:00,21219,"BLACKHAWK COMMUNITY",48617,"Deerfield Drive Branch","Branch Office","ATM","3012 Deerfield Dr","","Janesville","WI","Wisconsin","53546-3455","Rock","United States"
66998,3/31/2026 0:00:00,21219,"BLACKHAWK COMMUNITY",48628,"Edgerton Branch","Branch Office","ATM","1009 N Main St","","Edgerton","WI","Wisconsin","53534","Rock","United States"
66998,3/31/2026 0:00:00,21219,"BLACKHAWK COMMUNITY",48629,"Delavan Branch","Branch Office","ATM","1116 E Geneva St","","Delavan","WI","Wisconsin","53115","Walworth","United States"
66998,3/31/2026 0:00:00,21219,"BLACKHAWK COMMUNITY",48655,"Cougar CU - Craig Student CU","Other","ATM","401 S Randall Ave","Room B003","Janesville","WI","Wisconsin","53545-4223","Rock","United States"
66998,3/31/2026 0:00:00,21219,"BLACKHAWK COMMUNITY",48659,"Viking Student CU","Other","ATM","3125 Mineral Point Ave","Room G157","Janesville","WI","Wisconsin","53548-3240","Rock","United States"
66998,3/31/2026 0:00:00,21219,"BLACKHAWK COMMUNITY",50245,"Stoughton Branch","Branch Office","ATM","1525 US Highway 51 and 138","","Stoughton","WI","Wisconsin","53589-1903","Dane","United States"
66998,3/31/2026 0:00:00,21219,"BLACKHAWK COMMUNITY",50246,"Kennedy Road - Administrative","Other","ATM","2707 Kennedy Rd","","Janesville","WI","Wisconsin","53545","Rock","United States"
66998,3/31/2026 0:00:00,21219,"BLACKHAWK COMMUNITY",50247,"Beloit","Branch Office","ATM","500 Public Ave Ste 101","","Beloit","WI","Wisconsin","53511-6339","Rock","United States"
66998,3/31/2026 0:00:00,21219,"BLACKHAWK COMMUNITY",50248,"Milton Branch","Branch Office","ATM","110 Parkview Dr","","Milton","WI","Wisconsin","53563","Rock","United States"
66998,3/31/2026 0:00:00,21219,"BLACKHAWK COMMUNITY",50250,"Janesville SouthSide","Branch Office","ATM","1545 Center Ave","","Janesville","WI","Wisconsin","53546-2435","Rock","United States"
66998,3/31/2026 0:00:00,21219,"BLACKHAWK COMMUNITY",50252,"Kenosha 75th St","Branch Office","ATM","7180 75th St","","Kenosha","WI","Wisconsin","53142-8131","Kenosha","United States"
67000,3/31/2026 0:00:00,21221,"BROKAW",26993,"Weston Office","Corporate Office","ATM","2006 Schofield Ave","","Weston","WI","Wisconsin","54476-2381","Marathon","United States"
67012,3/31/2026 0:00:00,21233,"1ST COMMUNITY",43658,"1st CCU Sparta","Corporate Office","ATM","1000 W Wisconsin St","","Sparta","WI","Wisconsin","54656-2230","Monroe","United States"
67012,3/31/2026 0:00:00,21233,"1ST COMMUNITY",43698,"1st CCU West Salem","Branch Office","ATM","1410 W City Highway 16","","West Salem","WI","Wisconsin","54669-1936","La Crosse","United States"
67012,3/31/2026 0:00:00,21233,"1ST COMMUNITY",43798,"1st CCU Tomah","Branch Office","ATM","220 Buan St","","Tomah","WI","Wisconsin","54660","Monroe","United States"
67017,3/31/2026 0:00:00,21238,"N.E.W.",18588,"N.E.W. Credit Union Main Office","Corporate Office","ATM","301 Jackson St","","Oconto Falls","WI","Wisconsin","54154-1120","Oconto","United States"
67017,3/31/2026 0:00:00,21238,"N.E.W.",18594,"N.E.W. Credit Union - Suring Branch","Branch Office","ATM","717 Main St","","Suring","WI","Wisconsin","54174-9572","Oconto","United States"
67017,3/31/2026 0:00:00,21238,"N.E.W.",18598,"N.E.W. Credit Union - Oconto Branch","Branch Office","ATM","405 Pecor St","","Oconto","WI","Wisconsin","54153-1859","Oconto","United States"
67017,3/31/2026 0:00:00,21238,"N.E.W.",52520,"N.E.W. Credit Union-Peshtigo Branch","Branch Office","ATM","870 Frontage Rd","PO Box 143","Peshtigo","WI","Wisconsin","54157","Marinette","United States"
67021,3/31/2026 0:00:00,21242,"NORTHEAST COMMUNITY",49012,"Main Office","Corporate Office","ATM","980 Jason Witten Way","","Elizabethton","TN","Tennessee","37643","Carter","United States"
67021,3/31/2026 0:00:00,21242,"NORTHEAST COMMUNITY",49017,"Johnson City Branch","Branch Office","ATM","313 W Oakland Ave","","Johnson City","TN","Tennessee","37604","Washington","United States"
67021,3/31/2026 0:00:00,21242,"NORTHEAST COMMUNITY",49024,"19E Branch","Branch Office","ATM","1321 Hwy 19 E","","ELizabethton","TN","Tennessee","37643","Carter","United States"
67021,3/31/2026 0:00:00,21242,"NORTHEAST COMMUNITY",50842,"Roan Mountain Branch","Branch Office","ATM","8301 Highway 19 E","","Roan Mountain","TN","Tennessee","37687-3343","Carter","United States"
67066,3/31/2026 0:00:00,21287,"MARSHFIELD MEDICAL CENTER",31707,"302 W Upham St","Corporate Office","ATM","302 W Upham St","","Marshfield","WI","Wisconsin","54449-1461","Wood","United States"
67066,3/31/2026 0:00:00,21287,"MARSHFIELD MEDICAL CENTER",52138,"Corporate Office","Corporate Office","ATM","302 W Upham St","","Marshfield","WI","Wisconsin","54449","Wood","United States"
67076,3/31/2026 0:00:00,21297,"UTAH HERITAGE",25188,"EPHRAIM BRANCH","Branch Office","ATM","268 S MAIN St","","EPHRAIM","UT","Utah","84627","Sanpete","United States"
67076,3/31/2026 0:00:00,21297,"UTAH HERITAGE",25197,"MT PLEASANT BRANCH","Branch Office","ATM","570 W HORSESHOE MOUNTAIN LN","","MT PLEASANT","UT","Utah","84647","Sanpete","United States"
67132,3/31/2026 0:00:00,21353,"UTAH POWER",16035,"Balance Rock Office","Branch Office","ATM","100 W 200 N","","Helper","UT","Utah","84526","Carbon","United States"
67132,3/31/2026 0:00:00,21353,"UTAH POWER",50005,"Price Office","Branch Office","ATM","370 E 100 N","","Price","UT","Utah","84501-2542","Carbon","United States"
67132,3/31/2026 0:00:00,21353,"UTAH POWER",50007,"Huntington Office","Branch Office","ATM","125 S Main St","","Huntington","UT","Utah","84528","Emery","United States"
67132,3/31/2026 0:00:00,21353,"UTAH POWER",50479,"Murray Office","Corporate Office","ATM","957 E 6600 S","","Murray","UT","Utah","84121-2444","Salt Lake","United States"
67147,3/31/2026 0:00:00,21368,"PACIFIC HORIZON",16892,"Springville Branch","Corporate Office","ATM","96 E Center St","","Springville","UT","Utah","84663","Utah","United States"
67147,3/31/2026 0:00:00,21368,"PACIFIC HORIZON",16896,"Spanish Fork Branch","Branch Office","ATM","375 E 300 S","","Spanish Fork","UT","Utah","84660","Utah","United States"
67147,3/31/2026 0:00:00,21368,"PACIFIC HORIZON",16900,"Payson Branch","Branch Office","ATM","191 S 100 W","","Payson","UT","Utah","84651","Utah","United States"
67153,3/31/2026 0:00:00,21374,"MEMBERS FIRST",32120,"Main Office","Corporate Office","ATM","120 E 1000 S","","Brigham City","UT","Utah","84302-4357","Box Elder","United States"
67153,3/31/2026 0:00:00,21374,"MEMBERS FIRST",32183,"Tremonton Office","Branch Office","ATM","65 S 1000 W","","Tremonton","UT","Utah","84337-8900","Box Elder","United States"
67153,3/31/2026 0:00:00,21374,"MEMBERS FIRST",32184,"Providence Office","Branch Office","ATM","49 N Highway 165","","Providence","UT","Utah","84332-6700","Cache","United States"
67163,3/31/2026 0:00:00,21384,"SAN JUAN",49799,"SAN JUAN CREDIT UNION","Branch Office","ATM","296 E CENTER STREET","","MONTICELLO","UT","Utah","84535","San Juan","United States"
67163,3/31/2026 0:00:00,21384,"SAN JUAN",49800,"SAN JUAN CREDIT UNION","Corporate Office","ATM","792 S 200 W","","BLANDING","UT","Utah","84511","San Juan","United States"
67163,3/31/2026 0:00:00,21384,"SAN JUAN",49801,"SAN JUAN CREDIT UNION","Branch Office","ATM","160 7TH E","","BLUFF","UT","Utah","84512","San Juan","United States"
67173,3/31/2026 0:00:00,21394,"SUPERIOR CHOICE",39613,"East End Branch","Branch Office","ATM","2302 E 2nd St","","Superior","WI","Wisconsin","54880-3776","Douglas","United States"
67173,3/31/2026 0:00:00,21394,"SUPERIOR CHOICE",39630,"Tower Avenue Branch","Corporate Office","ATM","2817 Tower Ave","","Superior","WI","Wisconsin","54880-5320","Douglas","United States"
67173,3/31/2026 0:00:00,21394,"SUPERIOR CHOICE",39656,"Mellen Branch","Branch Office","ATM","117 S Main St","","Mellen","WI","Wisconsin","54546-9051","Ashland","United States"
67173,3/31/2026 0:00:00,21394,"SUPERIOR CHOICE",39669,"Ashland Branch","Branch Office","ATM","319 Ellis Ave","","Ashland","WI","Wisconsin","54806-1666","Ashland","United States"
67173,3/31/2026 0:00:00,21394,"SUPERIOR CHOICE",51984,"Denfeld Branch","Branch Office","ATM","4125 Grand Ave","","Duluth","MN","Minnesota","55807-2747","Saint Louis","United States"
67173,3/31/2026 0:00:00,21394,"SUPERIOR CHOICE",51986,"Ladysmith Branch","Branch Office","ATM","407 Lake Ave W","","Ladysmith","WI","Wisconsin","54848","Rusk","United States"
67173,3/31/2026 0:00:00,21394,"SUPERIOR CHOICE",51988,"Gilman Branch","Branch Office","ATM","201 E Main St","","Gilman","WI","Wisconsin","54433","Taylor","United States"
67173,3/31/2026 0:00:00,21394,"SUPERIOR CHOICE",51989,"Grand Rapids","Branch Office","ATM","1220 S Pokegama Ave","Suite 200","Grand Rapids","MN","Minnesota","55744-4325","Itasca","United States"
67173,3/31/2026 0:00:00,21394,"SUPERIOR CHOICE",51990,"Rice Lake","Branch Office","ATM","501 Macauley Ave","","Rice Lake","WI","Wisconsin","54868","","United States"
67173,3/31/2026 0:00:00,21394,"SUPERIOR CHOICE",51992,"Eau Claire","Branch Office","ATM","3250 N Clairemont Ave","","Eau Claire","WI","Wisconsin","54703","Eau Claire","United States"
67173,3/31/2026 0:00:00,21394,"SUPERIOR CHOICE",51993,"Cable","Branch Office","ATM","43620 US Highway 63","","Cable","WI","Wisconsin","54821","Bayfield","United States"
67173,3/31/2026 0:00:00,21394,"SUPERIOR CHOICE",51994,"Hayward","Branch Office","ATM","15855 US Highway 63","","Hayward","WI","Wisconsin","54843","Sawyer","United States"
67176,3/31/2026 0:00:00,21397,"FOND DU LAC",16125,"Pioneer Rd","Corporate Office","ATM","91 N Pioneer Rd","","Fond du Lac","WI","Wisconsin","54935","Fond Du Lac","United States"
67178,3/31/2026 0:00:00,21399,"ACCESS COMMUNITY",32508,"Main Office","Corporate Office","ATM","6401 Bell St","","Amarillo","TX","Texas","79109","Randall","United States"
67178,3/31/2026 0:00:00,21399,"ACCESS COMMUNITY",32584,"Tascosa Financial Center","Branch Office","ATM","201 Tascosa Rd","","Amarillo","TX","Texas","79124","Potter","United States"
67178,3/31/2026 0:00:00,21399,"ACCESS COMMUNITY",32585,"Paramount Financial Center","Branch Office","ATM","2531 Paramount Blvd","","Amarillo","TX","Texas","79109","Potter","United States"
67178,3/31/2026 0:00:00,21399,"ACCESS COMMUNITY",32586,"Access Mortgage Center","Branch Office","ATM","6020 W Interstate 40","","Amarillo","TX","Texas","79106-2501","Potter","United States"
67181,3/31/2026 0:00:00,21402,"FOOTHILLS",49194,"Foothills Credit Union","Branch Office","ATM","7990 W Alameda Ave","","Lakewood","CO","Colorado","80226","Jefferson","United States"
67181,3/31/2026 0:00:00,21402,"FOOTHILLS",49426,"Foothills Credit Union/Loveland Branch SIte","Branch Office","ATM","3725 Mountain Lion Dr","","Loveland","CO","Colorado","80537","Larimer","United States"
67181,3/31/2026 0:00:00,21402,"FOOTHILLS",49428,"Foothills Credit Union - Clear Creek Crossing Branch","Corporate Office","ATM","3550 Clear Creek Dr","","Wheat Ridge","CO","Colorado","80401","Jefferson","United States"
67183,3/31/2026 0:00:00,21404,"RIPCO",16204,"Ripco Credit Union","Corporate Office","ATM","121 Sutliff Ave","","Rhinelander","WI","Wisconsin","54501","Oneida","United States"
67183,3/31/2026 0:00:00,21404,"RIPCO",16206,"Ripco Credit Union","Branch Office","ATM","633 N Railroad St","","Eagle River","WI","Wisconsin","54521","Vilas","United States"
67183,3/31/2026 0:00:00,21404,"RIPCO",16214,"School Branch - Rhinelander High School","Branch Office","ATM","665 Coolidge Ave","","Rhinelander","WI","Wisconsin","54501","Oneida","United States"
67183,3/31/2026 0:00:00,21404,"RIPCO",16215,"Ripco Credit Union","Branch Office","ATM","8744 Ush 51 Ste 4","","Minocqua","WI","Wisconsin","54548","Oneida","United States"
67184,3/31/2026 0:00:00,21405,"FORT COMMUNITY",17008,"Fort Community-SS Branch","Branch Office","ATM","1610 Janesville Ave","","Fort Atkinson","WI","Wisconsin","53538","Jefferson","United States"
67184,3/31/2026 0:00:00,21405,"FORT COMMUNITY",17010,"Fort Community-WW Branch","Branch Office","ATM","203 E Milwaukee St","","Whitewater","WI","Wisconsin","53190","Walworth","United States"
67184,3/31/2026 0:00:00,21405,"FORT COMMUNITY",17276,"Fort Community Credit Union","Corporate Office","ATM","800 Madison Ave","","Fort Atkinson","WI","Wisconsin","53538","Jefferson","United States"
67184,3/31/2026 0:00:00,21405,"FORT COMMUNITY",50160,"Jefferson Office","Branch Office","ATM","100 N Main St","","Jefferson","WI","Wisconsin","53549","Jefferson","United States"
67184,3/31/2026 0:00:00,21405,"FORT COMMUNITY",50161,"Watertown Branch","Branch Office","ATM","633 S Church St","","Watertown","WI","Wisconsin","53094","Jefferson","United States"
67185,3/31/2026 0:00:00,21406,"FIRST CHOICE COMMUNITY",16640,"First Choice Community Credit Union","Corporate Office","ATM","100 N 17th St","","Knoxville","TN","Tennessee","37921-6750","Knox","United States"
67185,3/31/2026 0:00:00,21406,"FIRST CHOICE COMMUNITY",16669,"First Choice Comm-Mascot","Branch Office","ATM","9440 Mascot Rd","","Mascot","TN","Tennessee","37806-2121","Knox","United States"
67187,3/31/2026 0:00:00,21408,"QUANTUM",41764,"West","Corporate Office","ATM","6300 W 21st St N","","Wichita","KS","Kansas","67205","Sedgwick","United States"
67187,3/31/2026 0:00:00,21408,"QUANTUM",41818,"Burlington","Branch Office","ATM","1550 Oxen Ln","","Burlington","KS","Kansas","66839","Coffey","United States"
67187,3/31/2026 0:00:00,21408,"QUANTUM",41829,"East Central","Branch Office","ATM","405 E Central Ave","","Wichita","KS","Kansas","67202","Sedgwick","United States"
67190,3/31/2026 0:00:00,21411,"SUMMIT",43366,"American Parkway","Branch Office","ATM","4800 American Pkwy","","Madison","WI","Wisconsin","53718","Dane","United States"
67190,3/31/2026 0:00:00,21411,"SUMMIT",43929,"Beaver Dam","Branch Office","ATM","104 Frances Ln","","Beaver Dam","WI","Wisconsin","53916","Dodge","United States"
67190,3/31/2026 0:00:00,21411,"SUMMIT",43935,"Cottage Grove","Branch Office","ATM","6420 Cottage Grove Rd","","Madison","WI","Wisconsin","53718","Dane","United States"
67190,3/31/2026 0:00:00,21411,"SUMMIT",43941,"Fitchburg","Branch Office","ATM","2939 S Fish Hatchery Rd","","Fitchburg","WI","Wisconsin","53711-6432","Dane","United States"
67190,3/31/2026 0:00:00,21411,"SUMMIT",43948,"West Milwaukee Journal","Branch Office","ATM","2159 Miller Park Way","","West Milwaukee","WI","Wisconsin","53219-5003","Milwaukee","United States"
67190,3/31/2026 0:00:00,21411,"SUMMIT",43954,"Old Sauk","Branch Office","ATM","645 Junction Rd","","Madison","WI","Wisconsin","53717-2107","Dane","United States"
67190,3/31/2026 0:00:00,21411,"SUMMIT",43963,"Portage","Branch Office","ATM","110 Henry Dr","","Portage","WI","Wisconsin","53901","Columbia","United States"
67190,3/31/2026 0:00:00,21411,"SUMMIT",43968,"Sun Prairie","Branch Office","ATM","1333 W Main St","","Sun Prairie","WI","Wisconsin","53590","Dane","United States"
67190,3/31/2026 0:00:00,21411,"SUMMIT",43975,"Baraboo","Branch Office","ATM","871 Commerce Ave","","Baraboo","WI","Wisconsin","53913","Sauk","United States"
67190,3/31/2026 0:00:00,21411,"SUMMIT",43979,"City Station","Branch Office","ATM","670 W Washington Ave","","Madison","WI","Wisconsin","53703","Dane","United States"
67190,3/31/2026 0:00:00,21411,"SUMMIT",44004,"Lake Mills","Branch Office","ATM","141 E Tyranena Park Rd","","Lake Mills","WI","Wisconsin","53551","Jefferson","United States"
67190,3/31/2026 0:00:00,21411,"SUMMIT",44011,"Mineral Point","Branch Office","ATM","5810 Mineral Point Rd","","Madison","WI","Wisconsin","53705","Dane","United States"
67190,3/31/2026 0:00:00,21411,"SUMMIT",44021,"Rimrock","Branch Office","ATM","2424 Rimrock Rd","","Fitchburg","WI","Wisconsin","53713-2701","Dane","United States"
67190,3/31/2026 0:00:00,21411,"SUMMIT",44038,"Thierer","Branch Office","ATM","1799 Thierer Rd","","Madison","WI","Wisconsin","53704","Dane","United States"
67190,3/31/2026 0:00:00,21411,"SUMMIT",44044,"Westport","Branch Office","ATM","5419 Blue Bill Park Dr","","Madison","WI","Wisconsin","53704","Dane","United States"
67190,3/31/2026 0:00:00,21411,"SUMMIT",44052,"Waunakee","Branch Office","ATM","304 E Main St","","Waunakee","WI","Wisconsin","53597","Dane","United States"
67190,3/31/2026 0:00:00,21411,"SUMMIT",44059,"Yellowstone","Branch Office","ATM","401 S Yellowstone Dr","","Madison","WI","Wisconsin","53719","Dane","United States"
67190,3/31/2026 0:00:00,21411,"SUMMIT",51156,"Greenfield Avenue","Branch Office","ATM","10015 W Greenfield Ave","","Milwaukee","WI","Wisconsin","53214","Milwaukee","United States"
67190,3/31/2026 0:00:00,21411,"SUMMIT",51157,"Waukesha","Branch Office","ATM","1103 Spring City Ln","","Waukesha","WI","Wisconsin","53186","Waukesha","United States"
67190,3/31/2026 0:00:00,21411,"SUMMIT",52022,"LaFollette High School","Branch Office","ATM","702 Pflaum Rd","","Madison","WI","Wisconsin","53716","Dane","United States"
67190,3/31/2026 0:00:00,21411,"SUMMIT",52023,"Memorial High School","Branch Office","ATM","201 S Gammon Rd","","Madison","WI","Wisconsin","53717","Dane","United States"
67190,3/31/2026 0:00:00,21411,"SUMMIT",52024,"Veterans Administration","Branch Office","ATM","5000 W National Ave","Room B0431","Milwaukee","WI","Wisconsin","53295","Milwaukee","United States"
67190,3/31/2026 0:00:00,21411,"SUMMIT",52025,"Watertown Mortgage Loan Branch","Branch Office","ATM","1610 S Church St","","Watertown","WI","Wisconsin","53094","Jefferson","United States"
67190,3/31/2026 0:00:00,21411,"SUMMIT",52030,"Stoughton","Branch Office","ATM","2105 McComb Rd","","Stoughton","WI","Wisconsin","53589","Dane","United States"
67190,3/31/2026 0:00:00,21411,"SUMMIT",52033,"Franklin","Branch Office","ATM","7750 S Lovers Lane Rd","","Franklin","WI","Wisconsin","53132-2289","Milwaukee","United States"
67190,3/31/2026 0:00:00,21411,"SUMMIT",52036,"Muskego","Branch Office","ATM","W 156 S6840 Moorland Rd","","Muskego","WI","Wisconsin","53150","Waukesha","United States"
67190,3/31/2026 0:00:00,21411,"SUMMIT",52037,"East High School","Branch Office","ATM","2222 E Washington Ave","","Madison","WI","Wisconsin","53704","Dane","United States"
67190,3/31/2026 0:00:00,21411,"SUMMIT",52038,"Monona","Branch Office","ATM","5809 Monona Dr","","Monona","WI","Wisconsin","53716-3529","Dane","United States"
67190,3/31/2026 0:00:00,21411,"SUMMIT",52039,"Janesville","Branch Office","ATM","2330 Kennedy Rd","","Janesville","WI","Wisconsin","53545","Rock","United States"
67190,3/31/2026 0:00:00,21411,"SUMMIT",52040,"Alliant Exhibition Hall","Other","ATM","1919 Alliant Energy Center Way","","Madison","WI","Wisconsin","53713","Dane","United States"
67190,3/31/2026 0:00:00,21411,"SUMMIT",52041,"Alliant Coliseum","Other","ATM","1919 Alliant Energy Center Way","","Madison","WI","Wisconsin","53713","Dane","United States"
